age,gender,degree,salary,tax
31,female,BA,5660,111.0
21,female,BA,4194,20.82
49,male,PhD,12575,1263.75
29,female,MBA,6226,167.60000000000002
48,female,MA,11236,992.2
54,female,None,6468,191.8
22,male,BA,6399,184.90000000000003
48,female,PhD,11924,1129.8000000000002
20,male,MBA,7274,272.40000000000003
49,female,MA,10876,920.2
43,female,BA,8715,488.0
43,male,BA,9331,611.2
23,female,MA,6849,229.90000000000003
54,female,MA,11191,983.2
26,female,MBA,6150,160.0
23,female,MBA,5722,117.20000000000002
47,male,MBA,9487,642.4000000000001
21,male,PhD,9126,570.2
29,female,MBA,6711,216.10000000000002
23,male,PhD,9942,733.4000000000001
24,female,MBA,5220,67.0
59,female,MBA,11656,1076.2
28,male,MA,8671,479.20000000000005
59,male,BA,9943,733.6000000000001
50,female,BA,6971,242.10000000000002
36,male,BA,7899,334.90000000000003
55,male,None,10565,858.0
20,male,MA,8513,447.6
41,male,PhD,11016,948.2
56,female,MBA,12190,1183.0
20,female,None,3000,0.0
57,female,MBA,9934,731.8000000000002
21,male,BA,5987,143.70000000000002
27,male,MBA,7773,322.3
38,male,BA,9467,638.4000000000001
29,female,MBA,5963,141.3
46,female,BA,7084,253.40000000000003
44,male,None,7808,325.8
51,male,BA,10386,822.2
42,female,PhD,10790,903.0
32,female,None,4560,31.799999999999997
56,male,MBA,10608,866.6000000000001
28,female,MBA,6458,190.8
46,male,BA,10620,869.0
42,male,None,8982,541.4000000000001
23,male,BA,6428,187.8
49,male,MA,13932,1603.0
37,male,MBA,10001,745.2
39,male,PhD,13276,1439.0
30,male,MBA,8018,348.6
43,male,MBA,10840,913.0
23,female,BA,4206,21.18
48,male,BA,10789,902.8000000000002
41,male,BA,9288,602.6000000000001
45,female,MA,9549,654.8
58,female,PhD,13518,1499.5
25,female,BA,4602,33.06
41,female,MA,9636,672.2
48,male,BA,8950,535.0
37,male,None,7227,267.70000000000005
34,male,MBA,8990,543.0
20,male,BA,6090,154.0
37,male,BA,8636,472.20000000000005
58,female,MA,10751,895.2
59,male,None,9719,688.8000000000002
43,male,MBA,9850,715.0
24,female,MA,7217,266.70000000000005
51,female,MBA,10595,864.0
51,male,PhD,14423,1725.75
30,male,None,6810,226.0
23,female,PhD,6946,239.60000000000002
25,female,PhD,8328,410.6
59,male,PhD,15537,2004.25
38,male,MA,11672,1079.4
31,male,BA,7926,337.6
50,male,BA,10539,852.8000000000002
34,female,None,5646,109.60000000000002
21,male,MA,8172,379.4000000000001
26,male,PhD,10508,846.6000000000001
56,female,MA,10431,831.2
21,male,MA,8621,469.20000000000005
36,male,MA,10524,849.8000000000002
25,male,PhD,10183,781.6000000000001
22,female,MA,5934,138.4
52,male,BA,10018,748.6000000000001
28,female,MA,6918,236.8
57,male,MBA,13885,1591.25
35,male,None,7895,334.5
36,male,None,7144,259.40000000000003
32,female,MA,8958,536.6000000000001
48,female,MBA,10162,777.4000000000001
28,female,PhD,8176,380.20000000000005
51,male,BA,10775,900.0
48,female,MBA,8700,485.0
26,male,MBA,7926,337.6
50,female,BA,7370,282.0
51,male,BA,10128,770.6000000000001
21,male,None,5169,61.900000000000006
54,male,None,9046,554.2
55,male,BA,9548,654.6000000000001
26,male,MA,9584,661.8
57,male,BA,12183,1181.6000000000001
31,male,MBA,8851,515.2
34,female,BA,6191,164.10000000000002
37,female,PhD,8989,542.8
46,female,MBA,8124,369.80000000000007
25,female,MBA,5550,100.0
43,female,MBA,7746,319.6
33,male,MA,10440,833.0
31,male,None,6100,155.0
41,female,BA,7681,313.1
38,female,None,5322,77.20000000000002
45,female,None,6325,177.5
43,female,BA,8321,409.20000000000005
43,male,None,7507,295.70000000000005
25,female,MA,6774,222.40000000000003
24,male,MBA,7782,323.20000000000005
44,female,BA,8770,499.0
24,female,None,3504,0.12
22,male,BA,6030,148.0
46,male,None,9134,571.8
39,male,BA,8865,518.0
26,female,BA,5050,50.0
50,male,MA,14129,1652.25
21,male,PhD,9586,662.2
27,female,BA,4857,40.71
34,female,PhD,8534,451.80000000000007
34,male,BA,8215,388.0
30,male,PhD,9918,728.6000000000001
46,female,PhD,9670,679.0
48,female,MA,8369,418.80000000000007
59,female,BA,10957,936.4000000000001
48,female,None,8376,420.20000000000005
51,male,MBA,12448,1234.6000000000001
42,male,MA,12238,1192.6000000000001
25,female,None,3835,10.049999999999999
43,male,MA,11176,980.2
29,male,BA,7489,293.90000000000003
22,male,None,5244,69.4
54,female,PhD,12508,1247.0
39,female,MBA,7935,338.5
51,female,None,6255,170.5
43,male,BA,9517,648.4000000000001
20,female,None,3000,0.0
56,male,MBA,14012,1623.0
46,male,BA,9473,639.6000000000001
32,female,MBA,7268,271.8
49,male,PhD,15535,2003.75
30,female,None,4340,25.2
46,male,MA,12516,1249.0
38,female,PhD,10690,883.0
45,female,BA,7207,265.70000000000005
47,female,MA,10485,842.0
43,male,MBA,11324,1009.8000000000002
55,male,MA,14936,1854.0
54,male,None,11630,1071.0
54,male,None,10168,778.6000000000001
29,male,MBA,7853,330.3
44,female,MA,8619,468.80000000000007
56,female,None,7536,298.6
48,male,BA,8905,526.0
25,female,None,3745,7.35
22,male,MBA,7294,274.40000000000003
40,male,None,7820,327.0
47,male,None,8726,490.20000000000005
45,male,BA,9253,595.6000000000001
33,female,PhD,8773,499.60000000000014
47,female,MA,10770,899.0
48,male,None,8472,439.4000000000001
21,female,MA,5932,138.20000000000002
48,male,PhD,12388,1222.6000000000001
48,female,MBA,10520,849.0
24,female,None,3668,5.04
58,female,MA,10764,897.8000000000002
59,female,MA,11580,1061.0
56,male,MBA,13048,1382.0
34,female,MBA,7254,270.40000000000003
48,female,None,6892,234.20000000000005
56,male,MA,13247,1431.75
26,male,MBA,8044,353.80000000000007
51,female,PhD,9964,737.8000000000002
57,female,PhD,12464,1237.8000000000002
26,male,MBA,7938,338.8
23,male,MA,8417,428.4000000000001
37,female,MBA,6962,241.20000000000005
55,male,None,9340,613.0
28,female,MA,7425,287.5
46,male,BA,11050,955.0
58,male,MA,15529,2002.25
44,male,BA,10715,888.0
42,female,MBA,7202,265.20000000000005
35,male,None,6590,204.0
35,male,MA,10565,858.0
23,female,BA,4312,24.36
52,male,MA,11334,1011.8000000000002
50,female,None,7710,316.0
20,female,MBA,4936,43.08
39,male,PhD,10445,834.0
28,female,MBA,6514,196.40000000000003
59,male,PhD,13633,1528.25
41,female,BA,6465,191.5
58,male,MA,12919,1349.75
41,male,MA,10757,896.4000000000001
37,male,MA,9611,667.2
40,female,BA,7301,275.1
42,male,MA,12328,1210.6000000000001
35,female,BA,6122,157.2
36,male,MA,10972,939.4000000000001
56,female,MBA,10292,803.4000000000001
33,female,MA,7986,343.6
31,female,MA,8142,373.4000000000001
49,female,MBA,8827,510.4000000000001
39,female,BA,6637,208.70000000000005
22,female,None,3338,0.0
37,male,MA,9667,678.4000000000001
28,female,BA,5110,56.0
23,female,MBA,5232,68.20000000000002
55,female,MBA,9921,729.2
57,female,PhD,13436,1479.0
50,female,MBA,10016,748.2
21,female,MA,6317,176.7
29,male,PhD,10133,771.6000000000001
51,female,None,8487,442.4000000000001
52,male,None,9416,628.2
41,female,MBA,8516,448.20000000000005
50,male,MBA,12230,1191.0
50,male,None,9380,621.0
53,female,MA,9732,691.4000000000001
24,female,PhD,8476,440.20000000000005
57,male,MBA,11175,980.0
46,male,PhD,14084,1641.0
26,female,PhD,7788,323.8
35,female,MBA,6269,171.90000000000003
29,female,BA,5206,65.60000000000002
56,male,BA,10807,906.4000000000001
36,male,MBA,9530,651.0
29,female,None,4494,29.82
59,female,BA,10683,881.6000000000001
40,male,None,7560,301.0
34,male,PhD,10706,886.2
21,male,PhD,9255,596.0
30,male,BA,6990,244.0
48,female,MBA,8464,437.80000000000007
36,female,PhD,8604,465.80000000000007
24,male,BA,6403,185.3
38,female,None,5286,73.60000000000002
32,female,MA,7731,318.1
28,female,None,4184,20.52
54,female,BA,9315,608.0
53,female,PhD,11278,1000.6000000000001
29,female,None,4386,26.58
54,male,None,8672,479.4000000000001
36,male,MBA,9344,613.8
57,female,MBA,9306,606.2
22,female,BA,4464,28.919999999999998
44,female,BA,7471,292.1
25,male,None,5665,111.5
43,male,PhD,13375,1463.75
22,male,MBA,6932,238.20000000000005
44,male,MA,11294,1003.8000000000002
33,female,PhD,8425,430.0
53,female,MA,10260,797.0
57,female,MBA,9525,650.0
36,male,BA,7875,332.5
53,male,PhD,14557,1759.25
28,male,PhD,9856,716.2
28,male,PhD,11376,1020.2
29,male,PhD,11042,953.4000000000001
51,female,MA,8952,535.4000000000001
46,female,PhD,11454,1035.8000000000002
21,female,None,3145,0.0
46,female,MA,11544,1053.8000000000002
26,female,MA,7386,283.6
27,female,PhD,7612,306.20000000000005
56,male,MBA,13328,1452.0
52,male,MA,12996,1369.0
33,female,MBA,6894,234.40000000000003
35,female,None,4710,36.3
53,male,None,11039,952.8000000000002
30,male,PhD,9880,721.0
20,male,MBA,7354,280.40000000000003
25,male,BA,6945,239.5
36,female,BA,5904,135.4
41,female,MA,9552,655.4000000000001
28,female,None,4512,30.36
21,male,None,5148,59.80000000000001
48,female,MA,8959,536.8
58,male,None,10130,771.0
42,female,BA,6659,210.90000000000003
42,male,None,8300,405.0
22,female,BA,4518,30.54
57,female,None,8032,351.4000000000001
30,male,PhD,10262,797.4000000000001
35,male,None,7430,288.0
30,female,BA,5499,94.9
36,female,MBA,7814,326.40000000000003
34,male,MBA,9782,701.4000000000001
25,male,BA,6404,185.40000000000003
26,female,MBA,6030,148.0
55,male,MA,13732,1553.0
46,male,None,8042,353.4000000000001
59,female,MBA,11444,1033.8000000000002
40,female,BA,7240,269.0
31,female,PhD,8642,473.4000000000001
57,male,MA,14242,1680.5
38,female,MBA,8176,380.20000000000005
58,female,MA,12475,1240.0
57,female,MA,9464,637.8
40,female,None,5820,127.0
46,male,None,7964,341.40000000000003
42,female,None,5728,117.80000000000001
41,female,None,6108,155.8
43,female,PhD,10721,889.2
55,female,PhD,12166,1178.2
30,female,MA,7416,286.6
45,male,None,8900,525.0
29,male,PhD,10369,818.8000000000002
39,female,PhD,9156,576.2
24,male,BA,6295,174.5
56,male,MBA,11068,958.6000000000001
57,female,PhD,14418,1724.5
35,female,PhD,9127,570.4000000000001
23,female,MBA,5711,116.10000000000002
55,female,MBA,8814,507.79999999999995
50,male,PhD,12074,1159.8000000000002
52,female,None,6616,206.60000000000002
45,female,BA,8326,410.20000000000005
20,female,MBA,5196,64.60000000000002
32,female,None,4248,22.439999999999998
55,female,None,8635,472.0
23,male,MBA,7186,263.6
24,male,MA,9189,582.8
33,female,MA,8782,501.4000000000001
56,male,MA,12659,1284.75
31,male,PhD,11258,996.6000000000001
59,male,MBA,12210,1187.0
56,female,MA,9804,705.8000000000002
52,male,None,10504,845.8000000000002
28,female,BA,5407,85.70000000000002
56,female,None,6636,208.60000000000002
36,female,PhD,9500,645.0
46,male,PhD,13312,1448.0
46,female,BA,7219,266.90000000000003
55,female,None,7200,265.0
28,male,MA,8854,515.8
28,male,PhD,10412,827.4000000000001
53,female,BA,10438,832.6000000000001
53,male,None,10940,933.0
49,male,None,10249,794.8000000000002
52,male,MA,13313,1448.25
25,male,PhD,9555,656.0
48,male,PhD,14688,1792.0
22,male,PhD,9714,687.8000000000002
24,female,MBA,5666,111.60000000000002
25,male,MA,8452,435.4000000000001
31,male,MA,10200,785.0
27,male,MBA,7962,341.20000000000005
47,male,MBA,10244,793.8000000000002
35,female,None,5625,107.5
33,female,None,4677,35.309999999999995
30,female,MA,8113,367.6
48,female,MA,9342,613.4000000000001
25,male,MBA,7335,278.5
20,female,MBA,5218,66.80000000000001
29,male,PhD,10453,835.6000000000001
54,male,MBA,10316,808.2
52,female,BA,9586,662.2
20,male,PhD,8740,493.0
58,male,None,12296,1204.2
53,female,MA,10089,762.8000000000002
29,male,MA,8786,502.20000000000005
28,male,MBA,7718,316.8
27,female,PhD,8821,509.20000000000005
27,male,PhD,9532,651.4000000000001
57,female,MBA,11745,1094.0
43,male,MBA,11506,1046.2
51,male,MA,14398,1719.5
54,female,MA,10108,766.6000000000001
45,male,PhD,13059,1384.75
25,female,MA,6807,225.70000000000005
37,male,MBA,8686,482.20000000000005
40,female,MA,8022,349.4000000000001
26,female,PhD,7740,319.0
42,female,MA,8563,457.6
20,male,MBA,7320,277.0
50,female,PhD,10348,814.6000000000001
44,male,MBA,10790,903.0
32,male,MBA,8894,523.8
49,male,PhD,13356,1459.0
35,female,MA,8313,407.6
35,male,None,7415,286.5
34,female,MA,8183,381.6
21,female,MA,5681,113.10000000000002
44,female,PhD,11584,1061.8000000000002
35,female,PhD,8687,482.4000000000001
36,female,MA,8969,538.8
37,female,MA,9020,549.0
41,male,None,8507,446.4000000000001
33,male,None,6612,206.20000000000005
53,female,PhD,11164,977.8000000000002
35,male,PhD,10537,852.4000000000001
58,female,None,8662,477.4000000000001
42,male,BA,9010,547.0
21,male,PhD,9422,629.4000000000001
55,male,None,10670,879.0
25,female,None,3660,4.8
35,male,MA,10820,909.0
35,male,MBA,8717,488.4000000000001
44,male,PhD,12824,1326.0
22,male,MBA,7288,273.8
42,female,MBA,8160,377.0
24,male,MBA,8060,357.0
37,female,MA,8796,504.20000000000005
53,female,MA,11115,968.0
31,male,MA,9402,625.4000000000001
39,female,None,6230,168.0
49,male,BA,9867,718.4000000000001
27,female,PhD,7464,291.40000000000003
51,male,None,8658,476.60000000000014
32,female,PhD,8516,448.20000000000005
36,female,None,4648,34.44
31,female,MBA,7086,253.60000000000002
47,male,MBA,11463,1037.6000000000001
46,female,MBA,8928,530.6000000000001
29,female,PhD,8332,411.4000000000001
42,female,None,6586,203.60000000000002
20,female,None,3000,0.0
25,male,None,5925,137.5
20,female,BA,3816,9.48
37,female,None,5686,113.60000000000002
53,male,None,10973,939.6000000000001
51,male,MA,13187,1416.75
42,female,BA,6942,239.20000000000005
59,female,MBA,12730,1302.5
44,female,PhD,10208,786.6000000000001
47,female,MBA,8919,528.8
29,male,PhD,11341,1013.2
51,male,MA,11406,1026.2
31,male,MA,9824,709.8000000000002
59,female,PhD,14894,1843.5
50,male,None,9890,723.0
59,female,BA,9605,666.0
57,male,PhD,14381,1715.25
56,male,None,9932,731.4000000000001
30,male,None,6110,156.0
28,male,MA,8763,497.60000000000014
35,female,None,5475,92.5
25,female,MBA,6035,148.5
44,male,MA,11222,989.4000000000001
56,male,BA,10366,818.2
27,male,BA,7066,251.60000000000002
53,female,None,8676,480.20000000000005
50,male,MA,13751,1557.75
27,male,MA,9190,583.0
49,female,MBA,9093,563.6000000000001
41,female,None,6507,195.7
56,female,None,8364,417.80000000000007
53,female,PhD,12330,1211.0
36,female,BA,5969,141.9
48,female,MA,10125,770.0
28,male,PhD,10496,844.2
46,female,MA,9660,677.0
36,male,PhD,10732,891.4000000000001
27,female,None,3707,6.21
32,female,PhD,8860,517.0
25,female,None,3600,3.0
51,male,None,9371,619.2
34,female,PhD,8882,521.4000000000001
35,female,MA,8649,474.79999999999995
59,female,BA,11133,971.6000000000001
20,male,None,5000,45.0
54,female,MA,10742,893.4000000000001
41,female,None,5331,78.10000000000002
53,male,BA,11947,1134.4
45,male,MA,11329,1010.8000000000002
59,male,MBA,13058,1384.5
32,female,BA,5429,87.9
46,male,PhD,11744,1093.8000000000002
56,female,PhD,12120,1169.0
53,female,PhD,12330,1211.0
48,female,BA,8097,364.4000000000001
43,male,PhD,12018,1148.6000000000001
21,male,MBA,7539,298.90000000000003
46,male,MA,12182,1181.4
24,female,MA,6715,216.5
53,male,MBA,12647,1281.75
31,male,MBA,8710,487.0
41,male,BA,8663,477.60000000000014
42,male,None,7310,276.0
29,female,MA,8133,371.6
25,female,BA,4728,36.839999999999996
29,male,MA,9830,711.0
32,female,MBA,7496,294.6
49,female,BA,8556,456.20000000000005
37,male,BA,7987,343.70000000000005
41,female,MBA,9111,567.2
28,male,PhD,10812,907.4000000000001
59,male,MA,14648,1782.0
57,female,PhD,12354,1215.8000000000002
51,male,None,8844,513.8
49,female,None,6886,233.60000000000002
33,female,None,4495,29.849999999999998
37,male,MBA,9231,591.2
58,male,BA,13022,1375.5
53,female,None,6597,204.70000000000005
34,female,MBA,6572,202.20000000000005
32,female,BA,6071,152.10000000000002
30,female,MBA,7210,266.0
39,male,MA,10556,856.2
32,male,PhD,10200,785.0
27,female,MA,7123,257.3
27,female,None,4316,24.48
28,female,PhD,7968,341.8
20,female,MA,6243,169.3
53,male,BA,10058,756.6000000000001
25,male,PhD,10500,845.0
38,male,PhD,11964,1137.8000000000002
57,female,None,10215,788.0
21,male,PhD,9804,705.8000000000002
58,female,PhD,14210,1672.5
34,male,BA,7827,327.70000000000005
50,male,PhD,11614,1067.8000000000002
54,female,None,7692,314.20000000000005
33,male,MBA,9581,661.2
58,male,MA,12340,1213.0
59,female,BA,9007,546.4000000000001
43,male,MBA,11163,977.6000000000001
36,female,MBA,7766,321.6
47,female,PhD,12641,1280.25
25,female,MBA,5410,86.0
54,female,MBA,9678,680.6000000000001
54,male,BA,11927,1130.4
52,male,MA,13348,1457.0
28,female,None,4560,31.799999999999997
55,male,PhD,14159,1659.75
26,female,MA,6729,217.90000000000003
38,female,MBA,7262,271.20000000000005
54,female,BA,9826,710.2
58,male,PhD,15982,2115.5
37,female,MBA,7101,255.10000000000002
55,male,MBA,12105,1166.0
34,male,None,7422,287.20000000000005
30,male,MA,10120,769.0
40,male,None,8520,449.0
46,male,MBA,10020,749.0
57,male,MBA,13358,1459.5
38,female,MBA,7604,305.40000000000003
22,female,MA,5778,122.80000000000001
45,male,BA,10291,803.2
51,female,PhD,11814,1107.8000000000002
47,female,BA,8393,423.6
57,male,MBA,11427,1030.4
34,male,None,7394,284.40000000000003
21,male,PhD,8836,512.2
24,female,MA,6521,197.10000000000002
39,male,MBA,10015,748.0
43,male,None,7300,275.0
23,male,MBA,7598,304.8
30,female,PhD,7742,319.20000000000005
59,female,MA,9867,718.4000000000001
27,female,BA,5246,69.60000000000002
30,male,PhD,10786,902.2
37,male,MBA,10202,785.4000000000001
44,female,MA,9270,599.0
39,male,None,8249,394.80000000000007
20,male,MA,8582,461.4000000000001
44,male,None,8360,417.0
57,male,None,10254,795.8000000000002
59,female,MA,13278,1439.5
52,female,MBA,8346,414.20000000000005
22,female,PhD,7054,250.40000000000003
23,female,PhD,7258,270.8
35,male,BA,8346,414.20000000000005
28,female,PhD,8300,405.0
53,female,PhD,13505,1496.25
54,male,MBA,13044,1381.0
43,female,MA,9527,650.4000000000001
51,female,None,6441,189.10000000000002
20,male,MBA,6682,213.20000000000005
59,female,BA,9493,643.6000000000001
27,female,PhD,8597,464.4000000000001
32,female,MBA,7260,271.0
21,female,None,3141,0.0
41,female,MA,9225,590.0
54,female,None,9052,555.4000000000001
59,female,MBA,10341,813.2
55,female,None,7725,317.5
31,female,None,4881,41.43
26,male,MA,9110,567.0
30,male,BA,7229,267.90000000000003
56,female,MBA,11530,1051.0
21,male,MBA,7050,250.0
57,male,PhD,15303,1945.75
58,female,BA,8596,464.20000000000005
44,male,None,9416,628.2
32,male,None,6596,204.60000000000002
55,male,MBA,11509,1046.8000000000002
45,female,PhD,11007,946.4000000000001
58,male,MBA,10472,839.4000000000001
31,male,None,6870,232.0
52,male,PhD,12880,1340.0
20,male,MBA,7048,249.8
26,male,PhD,9624,669.8
50,female,MA,9129,570.8
21,male,BA,6069,151.90000000000003
47,male,PhD,13672,1538.0
53,female,MA,10782,901.4000000000001
41,female,BA,6573,202.3
54,female,MA,11788,1102.6000000000001
57,male,PhD,15050,1882.5
41,female,None,5793,124.30000000000001
48,female,MA,11000,945.0
44,female,MBA,8310,407.0
38,male,MA,11123,969.6000000000001
36,male,MA,10103,765.6000000000001
36,female,MBA,7284,273.40000000000003
20,female,MBA,4664,34.92
36,male,MBA,9824,709.8000000000002
24,male,None,5776,122.60000000000002
49,male,None,9466,638.2
46,female,None,7030,248.0
42,female,PhD,11238,992.6000000000001
44,female,BA,6450,190.0
45,female,BA,7965,341.5
53,male,PhD,15625,2026.25
55,female,BA,10606,866.2
51,male,MA,12825,1326.25
50,female,None,7440,289.0
34,female,None,5534,98.4
35,female,MBA,7420,287.0
40,female,MBA,8786,502.20000000000005
40,male,None,7280,273.0
54,male,MA,14404,1721.0
36,female,None,5176,62.60000000000002
33,female,MBA,7522,297.20000000000005
25,female,MBA,5631,108.10000000000002
20,female,MA,5532,98.20000000000002
43,female,MBA,7734,318.40000000000003
58,male,BA,10252,795.4000000000001
54,male,MBA,13044,1381.0
56,male,BA,9939,732.8000000000002
22,female,PhD,7108,255.8
51,female,BA,7696,314.6
41,male,None,7772,322.20000000000005
33,male,PhD,11168,978.6000000000001
37,female,None,5397,84.70000000000002
46,female,None,7446,289.6
21,female,None,3184,0.0
35,female,MBA,6650,210.0
27,female,PhD,7863,331.3
20,female,PhD,7336,278.6
24,female,None,3476,0.0
20,female,MBA,4786,38.58
54,female,None,8168,378.6
49,male,None,8103,365.6
58,male,None,8876,520.2
48,male,BA,11156,976.2
59,female,MA,11844,1113.8000000000002
59,female,PhD,10695,884.0
42,male,MA,10703,885.6000000000001
20,male,BA,6010,146.0
30,male,BA,7733,318.3
37,male,PhD,11477,1040.4
38,female,BA,6324,177.40000000000003
48,male,MA,12941,1355.25
48,male,PhD,13512,1498.0
37,male,MBA,10256,796.2
22,male,None,5302,75.20000000000002
55,male,BA,11685,1082.0
26,female,None,3984,14.52
28,male,BA,7638,308.8
48,female,MBA,9758,696.6000000000001
45,male,None,8575,460.0
51,male,BA,9028,550.6000000000001
53,female,PhD,13419,1474.75
20,female,None,3000,0.0
38,female,MBA,8090,363.0
49,female,PhD,12265,1198.0
27,male,None,5700,115.0
23,male,None,5483,93.30000000000001
22,male,BA,6226,167.60000000000002
51,female,BA,9978,740.6000000000001
35,male,MA,9593,663.6000000000001
42,female,MBA,8770,499.0
59,female,PhD,13994,1618.5
53,male,None,8861,517.2
37,female,MA,8692,483.4000000000001
38,male,MBA,10306,806.2
44,male,None,8384,421.80000000000007
59,female,None,9786,702.2
51,female,BA,8830,511.0
50,male,BA,11108,966.6000000000001
59,male,BA,13532,1503.0
48,female,MA,10211,787.2
58,male,PhD,15310,1947.5
34,male,None,6568,201.8
36,male,PhD,10992,943.4000000000001
39,male,None,6976,242.60000000000002
38,female,PhD,9538,652.6000000000001
42,male,PhD,11306,1006.2
45,female,None,5725,117.5
25,male,PhD,10279,800.8000000000002
56,male,MA,12854,1333.5
36,male,PhD,10280,801.0
43,female,MBA,8419,428.80000000000007
37,male,MBA,9080,561.0
42,female,PhD,10102,765.4000000000001
34,male,PhD,11670,1079.0
31,male,MBA,8529,450.80000000000007
27,female,MBA,6405,185.5
51,male,MA,10536,852.2
31,female,MA,7864,331.40000000000003
57,male,PhD,16613,2273.25
41,male,BA,8829,510.79999999999995
41,female,MBA,6936,238.60000000000002
42,male,PhD,11362,1017.4000000000001
40,female,BA,6387,183.7
49,female,None,6161,161.10000000000002
55,female,PhD,11408,1026.6000000000001
25,male,BA,6834,228.40000000000003
37,female,None,5907,135.70000000000002
53,male,None,9224,589.8
46,male,MBA,10360,817.0
31,female,None,4144,19.32
30,female,BA,5116,56.60000000000002
58,female,MA,11884,1121.8000000000002
59,male,MA,12239,1192.8000000000002
48,female,PhD,9348,614.6000000000001
59,male,None,12449,1234.8000000000002
35,female,PhD,9731,691.2
44,female,BA,7556,300.6
20,female,BA,4138,19.14
21,male,None,5148,59.80000000000001
38,female,None,5772,122.20000000000002
21,male,MA,8539,452.80000000000007
48,male,BA,9344,613.8
49,female,MBA,8380,421.0
49,female,MA,10437,832.4000000000001
46,male,BA,10624,869.8000000000002
45,male,BA,8380,421.0
36,male,MBA,8952,535.4000000000001
33,male,MBA,9418,628.6000000000001
47,female,PhD,10747,894.4000000000001
59,male,PhD,15652,2033.0
31,male,None,6210,166.0
36,male,MBA,9502,645.4000000000001
54,male,None,9930,731.0
39,female,MBA,8464,437.80000000000007
37,female,PhD,9422,629.4000000000001
38,female,BA,5996,144.60000000000002
55,male,PhD,13482,1490.5
39,female,MA,9794,703.8000000000002
28,male,None,6328,177.8
40,female,MBA,7348,279.8
59,male,BA,12665,1286.25
28,male,None,6136,158.60000000000002
34,female,MA,8165,378.0
46,male,BA,9571,659.2
52,male,PhD,13780,1565.0
27,male,None,5826,127.60000000000002
33,female,PhD,8200,385.0
57,female,MA,11938,1132.6000000000001
53,female,PhD,13808,1572.0
20,male,None,5000,45.0
39,female,MA,8006,346.20000000000005
41,male,MBA,9749,694.8000000000002
22,male,PhD,9838,712.6000000000001
42,male,MBA,9732,691.4000000000001
37,male,MBA,8830,511.0
34,female,PhD,8772,499.4000000000001
24,female,None,3724,6.72
34,female,BA,5851,130.10000000000002
50,female,MBA,8266,398.20000000000005
50,male,PhD,15020,1875.0
53,male,PhD,12291,1203.2
27,male,BA,7076,252.60000000000002
42,male,BA,10006,746.2
25,female,PhD,7770,322.0
57,male,PhD,15825,2076.25
33,male,BA,7862,331.20000000000005
47,female,None,6753,220.3
47,male,None,9590,663.0
46,female,MA,9853,715.6000000000001
21,male,PhD,9641,673.2
21,female,None,3106,0.0
31,female,PhD,8646,474.20000000000005
25,female,None,3935,13.049999999999999
38,female,MBA,8730,491.0
39,male,BA,9468,638.6000000000001
36,female,MBA,7734,318.40000000000003
27,male,MA,8523,449.6
50,male,BA,11595,1064.0
58,male,BA,12457,1236.4
44,female,MBA,8618,468.6
58,male,None,10434,831.8000000000002
59,male,MA,14771,1812.75
52,female,MBA,9172,579.4000000000001
44,female,MA,10848,914.6000000000001
46,female,PhD,12030,1151.0
34,female,MA,6981,243.10000000000002
46,female,MA,9181,581.2
32,male,MA,9743,693.6000000000001
36,male,MBA,9420,629.0
54,female,BA,10278,800.6000000000001
47,female,None,7941,339.1
58,female,MA,11816,1108.2
50,male,BA,9152,575.4000000000001
30,male,PhD,10422,829.4000000000001
56,male,None,11084,961.8000000000002
29,male,MA,9269,598.8
40,female,MA,9297,604.4000000000001
24,female,MA,6176,162.60000000000002
50,female,BA,8515,448.0
27,female,None,4050,16.5
39,male,PhD,11936,1132.2
47,male,PhD,13866,1586.5
29,male,PhD,9992,743.4000000000001
21,female,MBA,5353,80.30000000000001
33,female,MA,7320,277.0
46,male,BA,9264,597.8
41,male,PhD,12845,1331.25
36,female,None,5848,129.8
54,female,BA,7501,295.1
34,male,MA,9019,548.8
43,female,BA,6499,194.90000000000003
52,female,BA,9487,642.4000000000001
26,male,PhD,9522,649.4000000000001
22,female,MA,5902,135.20000000000002
47,female,PhD,11010,947.0
25,female,None,3900,12.0
47,male,PhD,13138,1404.5
46,female,None,6614,206.40000000000003
28,male,MBA,8034,351.80000000000007
38,female,PhD,9844,713.8000000000002
47,male,BA,9797,704.4000000000001
49,male,MBA,11112,967.4000000000001
26,male,BA,7004,245.40000000000003
46,female,MBA,7630,308.0
56,male,None,10544,853.8000000000002
49,male,BA,10178,780.6000000000001
58,male,PhD,13104,1396.0
56,male,PhD,14468,1737.0
23,female,None,3495,0.0
51,female,PhD,12298,1204.6000000000001
41,male,MA,10937,932.4000000000001
34,male,MBA,9108,566.6000000000001
38,female,MA,7824,327.40000000000003
47,female,None,7833,328.3
41,male,None,7835,328.5
24,male,PhD,9236,592.2
35,female,MA,9354,615.8
20,female,MA,6123,157.3
50,male,BA,10914,927.8000000000002
56,male,MBA,13338,1454.5
21,male,MA,8752,495.4000000000001
26,male,None,5720,117.0
45,female,BA,7712,316.20000000000005
22,female,PhD,7588,303.8
40,female,None,6920,237.0
45,male,None,7700,315.0
20,male,MA,8426,430.20000000000005
31,male,None,6936,238.60000000000002
38,male,None,8060,357.0
59,female,BA,9451,635.2
59,male,PhD,16665,2286.25
41,female,None,7179,262.90000000000003
